round_number,name,user_id,time_sec,X,Y,Z,is_alive,last_place_name,round_winner_team_id
1,Alkaren,76561199079856901,29.0,-1706.0962,983.09674,34.34121,True,UpperTunnel,T
1,Alkaren,76561199079856901,30.0,-1759.9493,990.8333,38.36334,True,UpperTunnel,T
1,Alkaren,76561199079856901,31.0,-1759.236,991.12823,38.35773,True,UpperTunnel,T
1,Alkaren,76561199079856901,32.0,-1783.0605,1024.2919,39.311924,True,UpperTunnel,T
1,Alkaren,76561199079856901,33.0,-1783.056,1024.9453,39.299145,True,UpperTunnel,T
1,Alkaren,76561199079856901,34.0,-1783.056,1024.9453,39.299145,True,UpperTunnel,T
1,Alkaren,76561199079856901,35.0,-1805.5051,1026.3048,39.348328,True,UpperTunnel,T
1,Alkaren,76561199079856901,36.0,-1828.9012,1052.8269,37.145832,True,UpperTunnel,T
1,Alkaren,76561199079856901,37.0,-1917.356,1061.2174,33.97178,True,UpperTunnel,T
1,Alkaren,76561199079856901,38.0,-1934.1423,1057.5746,33.929012,True,UpperTunnel,T
1,Alkaren,76561199079856901,39.0,-1953.531,1217.305,31.41389,True,UpperTunnel,T
1,Alkaren,76561199079856901,40.0,-1968.2224,1448.1364,31.718855,True,UpperTunnel,T
1,Alkaren,76561199079856901,41.0,-1996.5267,1542.5408,31.66804,True,UpperTunnel,T
1,Alkaren,76561199079856901,42.0,-2025.9501,1608.1245,32.43329,True,UpperTunnel,T
1,Alkaren,76561199079856901,43.0,-2025.9379,1665.145,33.01484,True,UpperTunnel,T
1,Alkaren,76561199079856901,44.0,-2016.3273,1677.6981,32.64146,True,UpperTunnel,T
1,Alkaren,76561199079856901,45.0,-2025.9534,1665.8694,33.0197,True,UpperTunnel,T
1,Alkaren,76561199079856901,46.0,-2004.0588,1573.0048,31.906765,True,UpperTunnel,T
1,Alkaren,76561199079856901,47.0,-2009.5547,1473.557,32.54018,True,UpperTunnel,T
1,Alkaren,76561199079856901,48.0,-1990.5234,1373.2188,28.506588,True,UpperTunnel,T
1,Alkaren,76561199079856901,49.0,-1871.4792,1386.9407,37.623474,True,UpperTunnel,T
1,Alkaren,76561199079856901,50.0,-1748.7258,1377.5248,43.574974,True,UpperTunnel,T
1,Alkaren,76561199079856901,51.0,-1696.6289,1295.2979,37.637794,True,UpperTunnel,T
1,Alkaren,76561199079856901,52.0,-1712.0634,1175.4703,31.04158,True,UpperTunnel,T
1,Alkaren,76561199079856901,53.0,-1699.2885,1055.218,31.703617,True,UpperTunnel,T
1,Alkaren,76561199079856901,54.0,-1667.34,937.544,30.295345,True,UpperTunnel,T
1,Alkaren,76561199079856901,55.0,-1632.0981,819.1547,34.201492,True,UpperTunnel,T
1,Alkaren,76561199079856901,56.0,-1630.8792,696.38184,32.123955,True,OutsideTunnel,T
1,Alkaren,76561199079856901,57.0,-1554.778,647.66473,32.0332,True,OutsideTunnel,T
1,Alkaren,76561199079856901,58.0,-1521.5428,577.42505,38.796875,True,OutsideTunnel,T
1,Alkaren,76561199079856901,59.0,-1497.5007,529.562,64.03125,True,OutsideTunnel,T
1,Alkaren,76561199079856901,60.0,-1502.6844,529.10144,64.03125,True,OutsideTunnel,T
1,Alkaren,76561199079856901,61.0,-1496.4841,551.8156,64.03125,True,OutsideTunnel,T
1,Alkaren,76561199079856901,62.0,-1568.5745,549.6006,32.423164,True,OutsideTunnel,T
1,Alkaren,76561199079856901,63.0,-1541.582,446.14658,9.03125,True,OutsideTunnel,T
1,Alkaren,76561199079856901,64.0,-1507.2118,328.3761,1.9364147,True,OutsideTunnel,T
1,Alkaren,76561199079856901,65.0,-1532.5465,246.0443,2.5562272,True,OutsideTunnel,T
1,Alkaren,76561199079856901,66.0,-1529.0227,202.29044,2.3320322,True,OutsideTunnel,T
1,Alkaren,76561199079856901,67.0,-1594.6384,194.66544,1.5009174,True,OutsideTunnel,T
1,Alkaren,76561199079856901,68.0,-1604.3761,194.22852,1.3743296,True,OutsideTunnel,T
1,Alkaren,76561199079856901,69.0,-1462.1069,213.18355,2.2793818,True,OutsideTunnel,T
1,Alkaren,76561199079856901,70.0,-1565.9222,190.50275,2.2535546,True,OutsideTunnel,T
1,Alkaren,76561199079856901,71.0,-1492.8604,203.82808,2.0773282,True,OutsideTunnel,T
1,Alkaren,76561199079856901,72.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,73.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,74.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,75.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,76.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,77.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,78.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,79.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,80.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,81.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,82.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,83.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,84.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,85.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,86.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,87.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,88.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,89.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,90.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,91.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,92.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,93.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Alkaren,76561199079856901,94.0,-1487.8524,205.17593,2.091735,False,OutsideTunnel,T
1,Ex3rcice,76561198168198200,0.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,1.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,2.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,3.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,4.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,5.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,6.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,7.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,8.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,9.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,10.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,11.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,12.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,13.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,14.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,15.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,16.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,17.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,18.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,19.0,258.1594,2480.5537,-121.07666,True,CTSpawn,T
1,Ex3rcice,76561198168198200,20.0,322.68045,2425.8313,-120.785034,True,CTSpawn,T
1,Ex3rcice,76561198168198200,21.0,501.20425,2255.5508,-123.98834,True,CTSpawn,T
1,Ex3rcice,76561198168198200,22.0,747.02277,2233.7056,-53.888306,True,UnderA,T
1,Ex3rcice,76561198168198200,23.0,995.25793,2262.5393,14.878551,True,UnderA,T
1,Ex3rcice,76561198168198200,24.0,1244.5615,2280.7554,13.4243145,True,UnderA,T
1,Ex3rcice,76561198168198200,25.0,1362.2289,2435.576,41.550148,True,ARamp,T
1,Ex3rcice,76561198168198200,26.0,1277.1519,2668.1418,138.40625,True,BombsiteA,T
1,Ex3rcice,76561198168198200,27.0,1134.5055,2731.7427,98.308426,True,BombsiteA,T
1,Ex3rcice,76561198168198200,28.0,1134.4426,2731.7676,98.310425,True,BombsiteA,T
1,Ex3rcice,76561198168198200,29.0,1134.4426,2731.7676,98.310425,True,BombsiteA,T
1,Ex3rcice,76561198168198200,30.0,1148.2074,2743.2917,98.804695,True,BombsiteA,T
1,Ex3rcice,76561198168198200,31.0,1247.6521,2789.509,127.03125,True,BombsiteA,T
1,Ex3rcice,76561198168198200,32.0,1228.8112,2775.191,118.30061,True,BombsiteA,T
1,Ex3rcice,76561198168198200,33.0,1246.595,2784.2886,127.03125,True,BombsiteA,T
1,Ex3rcice,76561198168198200,34.0,1245.8168,2785.317,127.03125,True,BombsiteA,T
1,Ex3rcice,76561198168198200,35.0,1252.0774,2785.5088,127.03125,True,BombsiteA,T
1,Ex3rcice,76561198168198200,36.0,1233.1234,2786.0056,125.14257,True,BombsiteA,T
1,Ex3rcice,76561198168198200,37.0,1232.8102,2786.3518,125.361595,True,BombsiteA,T
1,Ex3rcice,76561198168198200,38.0,1256.251,2787.1863,127.03125,True,BombsiteA,T
1,Ex3rcice,76561198168198200,39.0,1066.0522,2695.832,95.03716,True,BombsiteA,T
1,Ex3rcice,76561198168198200,40.0,903.7237,2506.5266,136.64062,True,BombsiteA,T
1,Ex3rcice,76561198168198200,41.0,720.12976,2359.6602,95.390625,True,UnderA,T
1,Ex3rcice,76561198168198200,42.0,618.37494,2220.3337,-94.06348,True,UnderA,T
1,Ex3rcice,76561198168198200,43.0,377.78052,2208.6306,-125.66785,True,CTSpawn,T
1,Ex3rcice,76561198168198200,44.0,127.84759,2210.7942,-124.7453,True,CTSpawn,T
1,Ex3rcice,76561198168198200,45.0,-114.5199,2179.2668,-127.05725,True,CTSpawn,T
1,Ex3rcice,76561198168198200,46.0,-338.32837,2101.7053,-128.2641,True,MidDoors,T
1,Ex3rcice,76561198168198200,47.0,-503.8825,2078.926,-122.5683,True,MidDoors,T
1,Ex3rcice,76561198168198200,48.0,-569.93884,2101.6357,-118.56018,True,MidDoors,T
1,Ex3rcice,76561198168198200,49.0,-723.0876,2102.0586,-113.91705,True,MidDoors,T
1,Ex3rcice,76561198168198200,50.0,-842.5517,2127.138,-94.121826,True,MidDoors,T
1,Ex3rcice,76561198168198200,51.0,-964.3846,2137.1917,-54.303833,True,MidDoors,T
1,Ex3rcice,76561198168198200,52.0,-1023.1506,2129.4182,-15.256226,True,BDoors,T
1,Ex3rcice,76561198168198200,53.0,-1011.3658,2102.0513,-18.05841,True,BDoors,T
1,Ex3rcice,76561198168198200,54.0,-1037.9408,2102.0593,-5.868225,True,BDoors,T
1,Ex3rcice,76561198168198200,55.0,-1037.9408,2102.0593,-5.868225,True,BDoors,T
1,Ex3rcice,76561198168198200,56.0,-998.1849,2102.0486,-26.78772,True,BDoors,T
1,Ex3rcice,76561198168198200,57.0,-987.5921,2105.0723,-33.902527,True,BDoors,T
1,Ex3rcice,76561198168198200,58.0,-1037.9375,2102.0532,-5.869629,True,BDoors,T
1,Ex3rcice,76561198168198200,59.0,-1037.9375,2102.0532,-5.869629,True,BDoors,T
1,Ex3rcice,76561198168198200,60.0,-997.8326,2102.0488,-27.035278,True,BDoors,T
1,Ex3rcice,76561198168198200,61.0,-1037.8164,2102.1167,-5.9196777,True,BDoors,T
1,Ex3rcice,76561198168198200,62.0,-1013.73096,2102.0344,-16.518127,True,BDoors,T
1,Ex3rcice,76561198168198200,63.0,-1015.4337,2102.0627,-15.409973,True,BDoors,T
1,Ex3rcice,76561198168198200,64.0,-994.9353,2114.6099,-30.723816,True,BDoors,T
1,Ex3rcice,76561198168198200,65.0,-1016.4247,2102.6667,-14.874817,True,BDoors,T
1,Ex3rcice,76561198168198200,66.0,-1023.3695,2103.2168,-11.931213,True,BDoors,T
1,Ex3rcice,76561198168198200,67.0,-1028.2477,2102.6306,-9.873901,True,BDoors,T
1,Ex3rcice,76561198168198200,68.0,-1039.4326,2144.2334,-13.554932,True,BDoors,T
1,Ex3rcice,76561198168198200,69.0,-1038.1014,2138.0627,-11.14978,True,BDoors,T
1,Ex3rcice,76561198168198200,70.0,-1018.8784,2168.0146,-30.794067,True,BDoors,T
1,Ex3rcice,76561198168198200,71.0,-998.98157,2261.001,-43.05255,True,BDoors,T
1,Ex3rcice,76561198168198200,72.0,-1009.2868,2383.1504,-24.976013,True,BDoors,T
1,Ex3rcice,76561198168198200,73.0,-1034.3054,2500.2993,7.2365637,True,BDoors,T
1,Ex3rcice,76561198168198200,74.0,-1137.1698,2522.9512,41.05544,True,BDoors,T
1,Ex3rcice,76561198168198200,75.0,-1223.9984,2519.1248,49.67153,True,BDoors,T
1,Ex3rcice,76561198168198200,76.0,-1202.2802,2563.0972,60.021553,True,BDoors,T
1,Ex3rcice,76561198168198200,77.0,-1220.8383,2566.18,64.64316,True,BDoors,T
1,Ex3rcice,76561198168198200,78.0,-1270.9448,2580.7996,125.65625,True,BDoors,T
1,Ex3rcice,76561198168198200,79.0,-1261.299,2629.164,124.8136,True,Hole,T
1,Ex3rcice,76561198168198200,80.0,-1333.7377,2683.9346,130.03125,True,Hole,T
1,Ex3rcice,76561198168198200,81.0,-1360.2837,2681.216,130.03125,True,Hole,T
1,Ex3rcice,76561198168198200,82.0,-1391.8906,2663.6223,125.03125,True,Hole,T
1,Ex3rcice,76561198168198200,83.0,-1458.175,2747.0466,16.046875,True,BombsiteB,T
1,Ex3rcice,76561198168198200,84.0,-1617.4379,2651.1636,6.0752487,True,BombsiteB,T
1,Ex3rcice,76561198168198200,85.0,-1677.6508,2635.617,6.4738975,True,BombsiteB,T
1,Ex3rcice,76561198168198200,86.0,-1560.2488,2580.256,3.5888839,True,BombsiteB,T
1,Ex3rcice,76561198168198200,87.0,-1557.1459,2648.206,5.1865087,True,BombsiteB,T
1,Ex3rcice,76561198168198200,88.0,-1622.4572,2623.5242,4.579248,True,BombsiteB,T
1,Ex3rcice,76561198168198200,89.0,-1650.7382,2598.0627,4.491953,True,BombsiteB,T
1,Ex3rcice,76561198168198200,90.0,-1657.2789,2598.0625,5.175415,True,BombsiteB,T
1,Ex3rcice,76561198168198200,91.0,-1657.2789,2598.0625,5.175415,True,BombsiteB,T
1,Ex3rcice,76561198168198200,92.0,-1657.2789,2598.0625,5.175415,True,BombsiteB,T
1,Ex3rcice,76561198168198200,93.0,-1657.2789,2598.0625,5.175415,True,BombsiteB,T
1,Ex3rcice,76561198168198200,94.0,-1657.2789,2598.0625,5.175415,True,BombsiteB,T
1,Graviti,76561198179538505,0.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,1.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,2.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,3.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,4.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,5.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,6.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,7.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,8.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,9.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,10.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,11.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,12.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,13.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,14.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,15.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,16.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,17.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,18.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,19.0,182.24991,2439.0117,-120.96875,True,CTSpawn,T
1,Graviti,76561198179538505,20.0,162.22513,2356.8123,-119.96875,True,CTSpawn,T
1,Graviti,76561198179538505,21.0,4.259692,2198.366,-129.57758,True,CTSpawn,T
1,Graviti,76561198179538505,22.0,-241.80652,2190.9373,-125.39563,True,CTSpawn,T
1,Graviti,76561198179538505,23.0,-491.4818,2203.41,-103.25,True,MidDoors,T
1,Graviti,76561198179538505,24.0,-708.2035,2302.607,-112.752014,True,MidDoors,T
1,Graviti,76561198179538505,25.0,-924.3528,2428.2207,-35.173523,True,BDoors,T
1,Graviti,76561198179538505,26.0,-1130.0925,2568.8015,51.004063,True,BDoors,T
1,Graviti,76561198179538505,27.0,-1340.9077,2681.3623,130.03125,True,Hole,T
1,Graviti,76561198179538505,28.0,-1570.4548,2586.4082,153.32812,True,BombsiteB,T
1,Graviti,76561198179538505,29.0,-1784.9164,2624.0676,39.9375,True,BombsiteB,T
1,Graviti,76561198179538505,30.0,-1837.6488,2716.9998,32.633705,True,BombsiteB,T
1,Graviti,76561198179538505,31.0,-1882.408,2760.637,30.99424,True,BombsiteB,T
1,Graviti,76561198179538505,32.0,-1936.5668,2834.7756,30.737196,True,BombsiteB,T
1,Graviti,76561198179538505,33.0,-2049.6033,2948.7988,33.27659,True,BombsiteB,T
1,Graviti,76561198179538505,34.0,-2071.4932,2908.1177,33.551174,True,BombsiteB,T
1,Graviti,76561198179538505,35.0,-2055.426,2912.576,33.544178,True,BombsiteB,T
1,Graviti,76561198179538505,36.0,-2066.102,2926.7632,33.79549,True,BombsiteB,T
1,Graviti,76561198179538505,37.0,-2062.0679,2918.7783,33.700527,True,BombsiteB,T
1,Graviti,76561198179538505,38.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,39.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,40.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,41.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,42.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,43.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,44.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,45.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,46.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,47.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,48.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,49.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,50.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,51.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,52.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,53.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,54.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,55.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,56.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,57.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,58.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,59.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,60.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,61.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,62.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,63.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,64.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,65.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,66.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,67.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,68.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,69.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,70.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,71.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,72.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,73.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,74.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,75.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,76.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,77.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,78.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,79.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,80.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,81.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,82.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,83.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,84.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,85.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,86.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,87.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,88.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,89.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,90.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,91.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,92.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,93.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,Graviti,76561198179538505,94.0,-2068.1145,2918.3018,33.720085,False,BombsiteB,T
1,LNZ,76561198104626893,0.0,-1181.0,-754.0,120.18125,True,TSpawn,T
1,LNZ,76561198104626893,1.0,-1181.0,-754.0,120.18125,True,TSpawn,T
1,LNZ,76561198104626893,2.0,-1181.0,-754.0,120.18125,True,TSpawn,T
1,LNZ,76561198104626893,3.0,-1181.0,-754.0,120.18125,True,TSpawn,T
1,LNZ,76561198104626893,4.0,-1181.0,-754.0,120.18125,True,TSpawn,T
1,LNZ,76561198104626893,5.0,-1181.0,-754.0,120.18125,True,TSpawn,T
1,LNZ,76561198104626893,6.0,-1181.0,-754.0,120.18125,True,TSpawn,T
